image_file_name,new_file_name,file_path,line_number,image_source,future_url
turtle-spirals.gif,turtle-spirals.gif,/Users/eric/proj/league/curriculum/Python-Apprentice/content/_index.md,44,https://i.ibb.co/99HmL1rQ/turtle-spirals.gif,https://python-apprentice.jointheleague.org/images/turtle-spirals.gif
turtle-spirals.gif,turtle-spirals.gif,/Users/eric/proj/league/curriculum/Python-Apprentice/public/index.html,1098,https://i.ibb.co/99HmL1rQ/turtle-spirals.gif,https://python-apprentice.jointheleague.org/images/turtle-spirals.gif
Screenshot-2025-12-01-114517.png,warsim.gif,/Users/eric/proj/league/curriculum/Python-Apprentice/lessons/50_Projects/Temp_Project_Ideas/Terminal_Game.ipynb,12,https://i.ibb.co/20mWkThf/Screenshot-2025-12-01-114517.png,https://python-apprentice.jointheleague.org/images/warsim.gif
git-changes-no-outline.png,git-changes-no-outline.png,/Users/eric/proj/league/curriculum/Python-Apprentice/lessons/10_Turtles/20_Introducing_Tina/40_Check_In_Your_Code.ipynb,39,https://i.ibb.co/GLwwYkQ/git-changes-no-outline.png,https://python-apprentice.jointheleague.org/images/git-changes-no-outline.png
code-button.png,code-button.png,/Users/eric/proj/league/curriculum/Python-Apprentice/lessons/10_Turtles/20_Introducing_Tina/40_Check_In_Your_Code.ipynb,132,https://i.ibb.co/yBf6tRDD/code-button.png,https://python-apprentice.jointheleague.org/images/code-button.png
Screenshot-2025-08-20-191656.png,novnc.png,/Users/eric/proj/league/curriculum/Python-Apprentice/lessons/10_Turtles/10_Welcome/20_Open_The_Screen.ipynb,15,https://i.ibb.co/GQXxGqFC/Screenshot-2025-08-20-191656.png,https://python-apprentice.jointheleague.org/images/novnc.png
Screenshot-2025-08-20-183631.png,selectkernel.png,/Users/eric/proj/league/curriculum/Python-Apprentice/lessons/10_Turtles/10_Welcome/30_Run_Programs.ipynb,66,https://i.ibb.co/7dd8fYhp/Screenshot-2025-08-20-183631.png,https://python-apprentice.jointheleague.org/images/selectkernel.png
clickdebugx.png,clickdebugx.png,/Users/eric/proj/league/curriculum/Python-Apprentice/lessons/10_Turtles/10_Welcome/30_Run_Programs.ipynb,168,https://i.ibb.co/Q3jkGvzM/clickdebugx.png,https://python-apprentice.jointheleague.org/images/clickdebugx.png
turtle-spirals.gif,turtle-spirals.gif,/Users/eric/proj/league/curriculum/Python-Apprentice/lessons/10_Turtles/10_Welcome/10_Welcome.ipynb,24,https://i.ibb.co/99HmL1rQ/turtle-spirals.gif,https://python-apprentice.jointheleague.org/images/turtle-spirals.gif
